tconst	titleType	genres	runtimeMinutes	startYear	averageRating	numVotes	movie_facebook_likes	cast_total_facebook_likes	num_user_for_reviews	gross	num_critic_for_reviews	budget	actor_1_facebook_likes	actor_2_facebook_likes
tt0172396	movie	Drama,Romance	102	1999	7.1	22623	0	672	165	10660147	90	23000000	327	261
tt0102005	movie	Action,Crime,Drama	98	1991	6.1	19952	0	3671	81	7434726	30	23000000	1000	1000
tt0478134	movie	Crime,Drama,Mystery	121	2007	7.1	71986	0	24248	224	6777589	232		11000	9000
tt1035736	movie	Biography,Drama	105	2009	6.7	40196	0	735	65	6109075	165	19430000	527	86
tt2271563	movie	Action,Drama,Western	90	2015	6.3	11455	0	4142	49		45	11000000	2000	1000
tt1179258	movie	Comedy,Drama,Romance	100	2009	6.2	11136	0	365	43	2708188	155	23000000	201	123
tt0241025	movie	Drama	141	2004	6.2	22407	767	1618	148	16123851	118	23000000	805	539
tt1403130	movie	Action,Drama,History	139	2009	6.8	8002	765	1059	33		55	23000000	556	155
tt0450385	movie	Fantasy,Horror,Mystery	104	2007	6.8	266163	11000	214	580	71975611	314	25000000	129	25
tt0094012	movie	Adventure,Comedy,Sci-Fi	96	1987	7.1	184724	13000	2936	273	38119483	103	22700000	1000	605
tt3007512	movie	Drama,History,War	111	2014	7.0	74453	18000	1795	185	4190530	183	22500000	523	468
tt0099653	movie	Drama,Fantasy,Romance	127	1990	7.1	210739	0	3100	252	217631306	77	22000000	2000	956
tt0129387	movie	Comedy,Romance	119	1998	7.1	305125	0	4664	611	176483808	171	23000000	931	852
tt0111070	movie	Comedy,Drama,Family	97	1994	6.5	113052	0	2790	111	144833357	64	22000000	901	775
tt0265662	movie	Drama,Family,Sport	127	2002	6.9	34274	0	6657	174	75597042	92	20000000	2000	1000
tt0492956	movie	Comedy,Family,Sport	110	2007	6.1	63570	0	15170	83	90636983	112	22000000	12000	941
tt0112579	movie	Drama,Romance	135	1995	7.6	79110	0	27237	192	70960517	69	35000000	16000	11000
tt0255798	movie	Comedy,Sci-Fi	84	2001	4.8	59600	1000	1203	132	55762229	75	22000000	436	241
tt0083987	movie	Biography,Drama	191	1982	8.0	225794	12000	1943	256		95	22000000	545	429
tt2980648	movie	Comedy,Drama	122	2014	7.3	81191	55000	1484	185	54235441	180	22000000	820	201
tt0113957	movie	Action,Crime,Drama	114	1995	6.0	65467	0	1725	166	50728000	53	22000000	649	327
tt0277027	movie	Drama	132	2001	7.6	148423	15000	3152	431	40270895	129	22000000	967	912
tt3210686	movie	Biography,Drama,History	138	2014	5.8	18841	15000	775	174	59696176	61	22000000	329	134
tt0320691	movie	Action,Fantasy,Thriller	121	2003	7.0	264506	0	1777	806	51483949	226	22000000	955	593
tt0398017	movie	Crime,Drama,Thriller	108	2005	6.6	73056	0	2019	375	36020063	116	22000000	896	561
tt1130080	movie	Biography,Comedy,Crime	108	2009	6.4	64893	0	16031	175	33313582	248	21000000	13000	734
tt0108101	movie	Biography,Drama,Romance	131	1993	7.3	18620	2000	13619	87	25842000	23	22000000	12000	1000
tt0367652	movie	Comedy	83	2005	4.7	50394	887	1729	166	22264487	98	22000000	591	489
tt2387559	movie	Comedy,Drama	105	2013	6.4	78013	0	1006	95	30659817	168	26000000	390	311
tt1995390	movie	Crime,Drama,Thriller	108	2016	6.2	21842	0	540	21	3108216	134		150	104
tt0239948	movie	Comedy,Crime,Romance	90	2001	5.9	40292	739	664	201	19351569	97	22000000	240	226
tt2023453	movie	Comedy,Family	94	2012	6.3	24999	0	3153	35	49002815	88	22000000	975	569
tt0162677	movie	Crime,Drama,Romance	142	1999	6.7	38128	0	5386	354	19283782	85	22000000	978	911
tt0261392	movie	Comedy	104	2001	6.8	153043	0	11632	867	30059386	181	22000000	8000	1000
tt0221218	movie	Crime,Drama,Mystery	106	2001	5.8	36225	804	4239	200	17951431	95	30000000	962	844
tt0236348	movie	Comedy,Music	98	2001	5.5	22976	0	3769	242	14252830	93	22000000	3000	486
tt2312718	movie	Action,Crime,Thriller	100	2013	6.5	117737	15000	39989	154	19783777	203	22000000	26000	11000
tt0192255	movie	Adventure,Comedy,Family	95	2000	5.8	10403	0	2216	38	13555988	38	22000000	554	439
tt0356721	movie	Comedy	107	2004	6.6	63822	0	8094	381	12784713	183	22000000	6000	718
tt0107978	movie	Action,Crime,Sci-Fi	104	1993	4.1	49664	716	3148	180	10696210	75	23500000	1000	826
tt0263728	movie	Action,Adventure,Fantasy	104	2001	4.0	2779	158	4221	111	5974653	18	22000000	2000	595
tt0065611	movie	Comedy,Drama,Musical	136	1970	6.1	2178	104	788	50	5000000	22	25000000	638	50
tt0160236	movie	Comedy,Family,Romance	77	1999	4.0	10582	272	5568	77	9694105	41	22000000	3000	968
tt2938956	movie	Action,Thriller	96	2015	5.2	41500	0	1411	121	16027866	148	25000000	805	173
tt0375920	movie	Biography,Drama,History	114	2004	6.3	35946	0	42484	260	4829497	111		40000	1000
tt0389557	movie	Drama,Thriller,War	145	2006	7.7	75856	0	2590	232	4398392	231	21000000	2000	380
tt0424205	movie	Drama,History,Music	116	2005	7.7	29505	11000	773	147	1050445	115	22000000	203	172
tt2097307	movie	Action,Adventure,Comedy	100	2012	6.1	35891	0	15922	104	13746550	176	2000000	14000	618
tt0951216	movie	Comedy,Crime,Thriller	104	2008	5.9	21436	687	2453	54	20668843	98	22000000	939	875
tt1726592	movie	Drama,Mystery,Thriller	92	2014	6.4	77309	11000	14617	105	2963012	149	22000000	14000	257
tt0076740	movie	Adventure,Drama,Thriller	121	1977	7.7	20715	0	1011	116		84	12000000	813	85
tt1423995	movie	Drama,Thriller	105	2010	5.4	41385	0	37766	135	1796024	138	22000000	22000	14000
tt0796335	movie	Biography,Comedy	120	2007	7.2	6239	815	1651	27	634277	78	16000000	809	521
tt1206543	movie	Action,Crime,Drama	116	2013	6.8	113602	17000	24134	231	11326836	288	22000000	23000	820
tt0465538	movie	Crime,Drama,Mystery	119	2007	7.2	162618	0	3284	363	49024969	299	25000000	1000	896
tt0117119	movie	Adventure,Comedy	101	1996	6.5	14954	758	4629	71	22294341	27	21500000	957	821
tt0137363	movie	Action,Crime,Drama	117	1999	7.2	85468	0	13576	591	24362501	155	21500000	12000	541
tt1634003	movie	Adventure,Animation,Family	106	2013	6.5	9503	0	30	22		82	22000000	20	10
tt1859650	movie	Comedy,Music,Romance	112	2012	6.3	87247	18000	1205	163	16684352	275	17000000	385	223
tt0083943	movie	Action,Adventure,Thriller	136	1982	6.0	27007	0	16805	98	46700000	43	21000000	16000	281
tt0158983	movie	Animation,Comedy,Fantasy	81	1999	7.7	201064	0	3003	928	52008288	163	21000000	893	795
tt0795368	movie	Comedy	90	2007	7.4	114241	0	24324	199	8579684	168	9000000	22000	557
tt0108308	movie	Action,Adventure,Comedy	96	1993	4.8	32827	1000	1254	87	42660000	60	17000000	533	219
tt0180734	movie	Comedy,Drama,Sport	106	2001	6.4	30887	0	18630	131	40219708	85	21000000	18000	558
tt1045658	movie	Comedy,Drama,Romance	122	2012	7.7	693257	117000	72115	692	132088910	539	21000000	34000	22000
tt0463998	movie	Biography,Crime,Drama	123	2007	7.6	76786	10000	3994	235	36581633	84	21000000	2000	826
tt1405500	movie	Drama	134	2010	6.2	7656	0	6035	73	37721949	75		1000	912
tt0293662	movie	Action,Crime,Thriller	92	2002	6.8	297545	0	27572	460	25296447	171	21000000	26000	1000
tt1023111	movie	Action,Drama,Sport	113	2008	6.6	99999	0	4089	184	24848292	140	20000000	3000	427
tt0144814	movie	Horror,Sci-Fi,Thriller	104	1999	4.7	16424	897	3162	253	17757087	85	21000000	711	490
tt1176740	movie	Adventure,Comedy,Drama	98	2009	7.0	53238	7000	1997	115	9430988	217	17000000	925	472
tt1027862	movie	Comedy,Drama	120	2008	6.1	18505	1000	6212	79	16284360	131	21000000	1000	901
tt0179098	movie	Drama,Romance	117	2002	6.6	14052	365	16692	147	6830957	111	21000000	15000	1000
tt1340800	movie	Drama,Mystery,Thriller	127	2011	7.1	197885	24000	46241	517	24104113	466	20000000	19000	14000
tt0143746	movie	Comedy,Drama,Romance	102	1999	5.8	2939	284	1562	40	15593	16	21000000	670	419
tt1321860	movie	Drama	91	2011	6.6	48797	17000	34705	148	958319	276	21000000	34000	242
tt0083642	movie	Comedy,Musical	114	1982	6.0	12022	0	3688	48	69700000	11	35000000	1000	883
tt0120907	movie	Horror,Mystery,Sci-Fi	97	1999	6.8	98444	6000	2990	527	2840417	196	31000000	1000	900
tt0082971	movie	Action,Adventure	115	1981	8.4	934976	16000	12906	771	242374454	234	18000000	11000	783
tt0104431	movie	Adventure,Comedy,Crime	120	1992	6.8	341902	0	7860	189	173585516	37	18000000	3000	1000
tt0075860	movie	Drama,Sci-Fi	138	1977	7.6	196359	0	1591	339	128300000	171	19400870	559	481
tt0454919	movie	Horror,Sci-Fi,Thriller	90	2006	4.8	29087	0	19952	258	20259297	148	20000000	16000	1000
tt0092644	movie	Action,Comedy,Crime	100	1987	6.5	116703	0	4121	95	153665036	50	28000000	936	901
tt0305669	movie	Comedy	105	2003	5.6	36614	800	2505	236	132541238	121	33000000	1000	409
tt0102926	movie	Crime,Drama,Thriller	118	1991	8.6	1368306	40000	13184	916	130727000	185	19000000	12000	826
tt0105793	movie	Comedy,Music	94	1992	7.0	153197	0	4263	176	121697350	61	20000000	1000	619
tt1116184	movie	Action,Comedy,Documentary	95	2010	7.0	62204	0	1787	81	117224271	156	20000000	608	362
tt0077766	movie	Adventure,Horror,Thriller	116	1978	5.8	76502	0	1520	265	102922376	75	20000000	813	366
tt1014775	movie	Adventure,Comedy,Drama	91	2008	3.8	24019	0	4729	99	94497271	100	20000000	2000	641
tt1457767	movie	Horror,Mystery,Thriller	112	2013	7.5	485955	131000	9049	807	137387272	511	20000000	6000	960
tt0368578	movie	Adventure,Comedy,Family	95	2005	4.7	31563	773	3558	149	82301521	75	32000000	826	642
tt2103254	movie	Comedy,Romance	97	2014	4.9	50942	11000	2654	144	84518155	148	20000000	989	830
tt0332379	movie	Comedy,Music	109	2003	7.1	297200	0	4403	479	81257845	204	35000000	2000	931
tt0113855	movie	Action,Adventure,Fantasy	101	1995	5.8	116286	0	3816	283	70360285	72	18000000	1000	1000
tt0381707	movie	Comedy,Crime	109	2004	5.7	140672	0	6313	251	69148997	62	37000000	1000	960
tt1033575	movie	Comedy,Drama	115	2011	7.3	239314	22000	9578	439	82624961	549	20000000	8000	727
tt0311289	movie	Adventure,Comedy,Drama	117	2003	7.0	85113	0	1293	331	67325559	106	20000000	596	265
tt1294226	movie	Drama,Music,Romance	108	2010	6.0	86159	10000	2341	185	62933793	123	20000000	742	360
tt2024544	movie	Biography,Drama,History	134	2013	8.1	678783	83000	4251	695	56667870	597	20000000	2000	660
tt0303933	movie	Comedy,Drama,Music	118	2002	5.9	34375	2000	2390	185	56398162	64	20000000	962	593
tt1391137	movie	Comedy,Drama,Romance	121	2010	4.7	9641	0	6657	68	60072596	40	20000000	2000	907
tt0099487	movie	Drama,Fantasy,Romance	105	1990	7.9	472603	16000	42330	588	56362352	111	20000000	40000	967
tt2674426	movie	Drama,Romance	106	2016	7.4	238094	51000	21852	130	56154094	151	20000000	11000	10000
tt2215285	movie	Comedy,Crime,Drama	114	2012	5.0	10721	0	2753	50	65623128	31	20000000	982	618
tt0067116	movie	Action,Crime,Drama	104	1971	7.7	119106	0	1196	280		138	1800000	813	165
tt4651520	movie	Comedy	100	2016	6.2	121913	18000	18786	46	55461307	81	20000000	15000	1000
tt0466342	movie	Comedy,Romance	83	2006	2.8	59140	806	6539	613	48546578	99	20000000	3000	869
tt0280030	movie	Adventure,Animation,Family	72	2002	5.8	19947	302	3402	79	48423368	80	20000000	1000	677
tt1020072	movie	Biography,Drama,History	128	2014	7.5	90473	22000	3869	212	52066000	364	20000000	1000	1000
tt0283426	movie	Adventure,Animation,Comedy	72	2003	5.4	16100	227	4480	58	47887943	85	20000000	3000	455
tt0357507	movie	Drama,Horror,Mystery	89	2005	4.2	30935	1000	1383	389	46363118	140	20000000	526	392
tt0477071	movie	Drama,Fantasy,Mystery	96	2007	5.9	77515	0	1825	337	47852604	184	20000000	826	626
tt0220099	movie	Adventure,Animation,Comedy	77	2000	6.4	18599	347	575	53	45542421	89	30000000	304	253
tt1148204	movie	Horror,Mystery,Thriller	123	2009	7.0	209471	20000	88953	383	41573740	265		87000	1000
tt3369806	movie	Adventure,Drama,Family	111	2015	6.7	26688	33000	2851	87	42652003	61	20000000	1000	465
tt0799949	movie	Adventure,Comedy,Fantasy	86	2007	2.4	104709	0	4293	666	39737645	112	20000000	926	869
tt1895587	movie	Biography,Crime,Drama	129	2015	8.1	454023	80000	1058	409	44988180	474	20000000	745	168
tt0947802	movie	Crime,Drama,Thriller	110	2008	6.1	51561	0	2382	135	39263506	165	22000000	1000	931
tt0433386	movie	Horror,Thriller	102	2006	5.1	48962	930	5746	284	39143839	131	20000000	4000	884
tt0120703	movie	Comedy,Drama,Romance	124	1998	5.7	7494	0	1660	51	37672350	29	20000000	508	270
tt0101452	movie	Adventure,Comedy,Fantasy	93	1991	6.3	74447	0	20188	117	38037513	43	20000000	18000	769
tt0483726	movie	Comedy,Drama,Romance	115	2006	6.2	33136	0	52571	236	37442180	111	20000000	49000	2000
tt0078869	movie	Action,Sci-Fi	98	1979	6.0	25100	4000	2110	230		90	20000000	889	877
tt1440728	movie	Action,Crime,Drama	105	2010	6.3	95650	10000	1454	463	35596227	333	20000000	978	191
tt0120094	movie	Biography,Drama,Music	127	1997	6.8	28108	0	1735	155	35422828	37	20000000	565	441
tt1666186	movie	Comedy,Horror	82	2010	3.4	48467	16000	2898	187	36658108	122	20000000	759	401
tt0449467	movie	Drama	143	2006	7.4	298811	0	11248	908	34300771	285	25000000	11000	119
tt1371150	movie	Comedy,Drama	103	2014	6.6	78166	14000	4662	145	34290142	156	19800000	2000	1000
tt0918927	movie	Drama,Mystery	104	2008	7.5	127439	0	33903	321	33422556	293	20000000	22000	11000
tt0372588	movie	Action,Comedy	98	2004	7.2	166745	0	2609	700	32774834	233	30000000	860	523
tt1572315	movie	Horror,Thriller	92	2013	4.8	49288	16000	1945	255	34334256	282	11000000	383	333
tt0112722	movie	Drama,Mystery,Thriller	123	1995	6.6	58139	0	12338	140	32051917	57	20000000	10000	1000
tt0795461	movie	Comedy	88	2013	3.6	70129	13000	34319	177	32014289	153	20000000	31000	881
tt0064782	movie	Comedy,Drama,Musical	164	1969	6.6	13444	0	17775	106		20	20000000	16000	756
tt1013753	movie	Biography,Drama	128	2008	7.5	170716	10000	13189	281	31838002	324	20000000	11000	896
tt3231054	movie	Action,Drama,History	107	2016	6.3	27457	21000	389	117	36874745	122	20000000	141	76
tt0288477	movie	Horror	91	2002	5.5	99151	0	1083	474	30079316	156	35000000	534	385
tt1268799	movie	Adventure,Comedy	90	2011	6.3	68970	21000	2462	93	35033759	161	19000000	786	651
tt0120890	movie	Crime,Drama,Mystery	108	1998	6.5	117525	0	14275	389	29753944	69	20000000	13000	481
tt0814335	movie	Crime,Thriller	101	2009	5.6	34073	0	3292	119	29062561	121		812	533
tt1226753	movie	Drama,Thriller	113	2010	6.8	68815	0	1136	165	31146570	258	20000000	1000	100
tt0146882	movie	Comedy,Drama,Music	113	2000	7.5	176574	10000	3141	602	27277055	174	20000000	1000	960
tt0479968	movie	Horror,Mystery	87	2008	4.0	32036	0	1834	189	26876529	141	27000000	741	297
tt0116260	movie	Crime,Drama,Thriller	101	1996	6.2	16092	613	3174	77	53146000	31	20000000	1000	816
tt0200465	movie	Crime,Drama,Thriller	111	2008	7.2	179304	0	27755	189	30028592	222	20000000	26000	811
tt0338013	movie	Drama,Romance,Sci-Fi	108	2004	8.3	969301	52000	19364	1514	34126138	273	20000000	14000	4000
tt1414382	movie	Comedy,Romance	105	2010	5.8	51292	0	4813	136	25677801	91	20000000	2000	938
tt0421073	movie	Action,Crime,Thriller	109	2008	6.8	112008	0	33878	189	26415649	190	20000000	18000	11000
tt1213663	movie	Comedy,Sci-Fi	109	2013	7.0	274438	49000	278	401	26003149	427	20000000	177	55
tt0479500	movie	Comedy,Crime,Family	99	2007	5.9	20236	590	3327	102	25584685	93	20000000	720	669
tt0433362	movie	Action,Horror,Sci-Fi	98	2009	6.4	127018	0	189	281	29975979	292	20000000	125	37
tt0815236	movie	Comedy,Romance	104	2010	6.4	135189	0	5707	131	31584722	180	20000000	2000	934
tt1067774	movie	Adventure,Comedy,Family	109	2011	5.8	43953	6000	4257	44	23179303	94	20000000	3000	775
tt0441796	movie	Fantasy,Horror,Mystery	85	2006	5.1	31967	0	3590	281	23078294	112	9000000	1000	934
tt0102744	movie	Action,Adventure,Drama	119	1990	6.9	21924	0	45841	97	21413105	20	20000000	25000	19000
tt1213012	movie	Adventure,Animation,Comedy	90	2010	5.2	14161	0	2486	84	25077977	84	20000000	681	611
tt0475944	movie	Action,Adventure,Fantasy	97	2006	5.3	48900	3000	3261	334	23292105	120	20000000	960	917
tt0430634	movie	Comedy,Drama,Sport	103	2006	6.4	28637	0	14903	124	26870825	90		12000	804
tt1100119	movie	Adventure,Comedy,Drama	89	2008	4.7	7347	431	88422	37	20916309	103	40000000	87000	570
tt0114681	movie	Comedy,Crime,Drama	106	1995	6.8	47192	1000	3598	162	21200000	59	20000000	1000	967
tt3531824	movie	Action,Adventure,Crime	96	2016	6.5	125628	0	1780	35	28876924	86	20000000	646	441
tt0800308	movie	Action,Crime,Drama	115	2008	6.7	60694	0	10507	202	20207003	190		10000	311
tt0120877	movie	Action,Horror,Thriller	108	1998	6.1	57400	0	5123	403	20241395	114	20000000	2000	1000
tt0054215	movie	Horror,Mystery,Thriller	109	1960	8.5	646153	18000	1885	1040	32000000	290	806947	606	332
tt1046163	movie	Comedy,Romance	101	2008	5.9	43997	0	3301	100	19151864	80	40000000	1000	500
tt2318092	movie	Drama,Romance	104	2014	6.3	43832	0	18760	76	23393765	98	20000000	15000	989
tt0791304	movie	Comedy,Drama	113	2007	5.9	24706	681	4039	125	18882880	88	20000000	995	975
tt0083254	movie	Comedy	98	1981	5.4	2730	501	1761	34	8500000	13	20000000	691	374
tt0089457	movie	Adventure,Comedy,Drama	121	1985	7.0	46351	0	2251	185		52	20000000	2000	92
tt0124879	movie	Comedy,Drama,Family	114	1998	6.9	21192	0	1816	219	18252684	60	30000000	1000	367
tt0490204	movie	Drama	124	2007	7.4	95372	0	17050	231	19661987	154	20000000	11000	3000
tt0758758	movie	Adventure,Biography,Drama	148	2007	8.1	606632	76000	18752	760	18352454	274	15000000	17000	882
tt0462519	movie	Comedy	100	2006	5.9	29443	484	4374	97	17803796	110	20000000	970	931
tt0938330	movie	Horror,Mystery,Thriller	95	2012	5.0	62700	25000	2173	220	17529157	173	20000000	991	494
tt0116367	movie	Action,Crime,Horror	108	1996	7.2	304646	12000	23296	592	25753840	165	19000000	16000	4000
tt0407121	movie	Adventure,Animation,Comedy	68	2005	6.4	7345	264	861	32	18081626	45	20000000	304	286
tt0113321	movie	Comedy,Drama,Romance	103	1995	6.6	13115	0	25263	76	17518220	45	20000000	21000	1000
tt0373074	movie	Action,Comedy,Fantasy	99	2004	7.8	135509	0	537	354	17104669	377	20000000	264	62
tt0276033	movie	Comedy,Family,Music	88	2002	4.2	5509	422	8189	75	16988996	43	35000000	3000	968
tt0419887	movie	Drama	128	2007	7.6	79574	0	904	230	15797907	201	20000000	283	206
tt0315733	movie	Crime,Drama,Thriller	124	2003	7.6	233300	0	7567	559	16248701	192	20000000	6000	979
tt0338325	movie	Action,Crime,Drama	84	2004	5.7	15032	269	2915	138	15712072	77	20000000	787	555
tt0295289	movie	Comedy,Romance	101	2003	5.6	17286	401	2698	92	15408822	81	20000000	651	555
tt0217630	movie	Comedy,Romance	98	2000	5.3	28748	1000	1189	158	15464026	81	20000000	302	216
tt1232207	movie	Crime,Documentary,History	127	2009	7.4	42407	10000	2327	188	14359793	222		1000	909
tt0059245	movie	Biography,Drama,History	260	1965	6.6	10117	1000	1934	100	8000000	27	20000000	940	208
tt1741273	movie	Crime,Drama,Mystery	111	2015	6.3	47525	0	9941	81		155	19500000	8000	963
tt1213644	movie	Comedy,Sci-Fi	87	2008	1.9	90439	0	2857	359	14174654	111	25000000	869	624
tt0913354	movie	Action,Crime,Thriller	88	2009	5.7	30592	0	137712	110	15988876	107	27000000	137000	459
tt0120483	movie	Comedy,Crime,Drama	94	1997	6.6	32161	0	15183	100	13801755	34	20000000	13000	828
tt0770703	movie	Comedy,Romance	106	2011	6.1	78681	0	15713	91	13987482	151	20000000	11000	904
tt1592525	movie	Action,Sci-Fi,Thriller	95	2012	6.1	97593	10000	1414	236	14291570	289	20000000	788	447
tt0326856	movie	Comedy	99	2004	4.8	30941	713	1189	176	12181484	76	40000000	1000	87
tt1121931	movie	Action,Crime,Thriller	96	2009	6.2	147453	0	30541	223	13630226	150	20000000	26000	968
tt0109348	movie	Comedy,Crime	98	1994	7.4	38488	979	4302	86	13383737	67	20000000	1000	979
tt0430431	movie	Biography,Drama,History	123	2006	6.2	7171	0	908	177	13391174	36	20000000	541	249
tt0258068	movie	Drama,Romance,Thriller	101	2002	7.0	28133	983	3431	199	12987647	149	30000000	3000	268
tt0384680	movie	Comedy,Drama	102	2005	6.5	79613	0	13156	316	12469811	156	22000000	12000	442
tt0281322	movie	Action,Crime,Drama	96	2002	6.2	31938	977	2880	88	12398628	64	20000000	922	855
tt0995039	movie	Comedy,Drama,Fantasy	102	2008	6.7	72803	0	500	147	13214030	210	20000000	346	41
tt1160368	movie	Action,Crime,Thriller	108	2009	5.6	28583	0	2799	113	12232937	113	22000000	969	794
tt1228987	movie	Drama,Fantasy,Horror	116	2010	7.1	118763	25000	20258	366	12134420	390	20000000	17000	1000
tt0109015	movie	Action,Comedy,Family	93	1994	4.6	9121	444	1151	26	11784000	5	20000000	400	220
tt0799934	movie	Comedy	102	2008	6.4	90698	0	1778	235	11169531	248	20000000	734	563
tt0413015	movie	Comedy,Drama,Music	103	2005	7.0	15597	0	5637	180	11034436	137	20000000	5000	378
tt1712261	movie	Action,Crime,Thriller	115	2016	6.3	71148	0	27214	106	12626905	214	20000000	14000	12000
tt0118954	movie	Comedy	96	1997	7.4	44429	0	11867	131	10569071	104	20000000	11000	474
tt0144640	movie	Comedy,Romance	98	1999	6.1	19051	311	4843	121	10544143	81	20000000	2000	1000
tt2503944	movie	Comedy,Drama	101	2015	6.6	113859	25000	16926	129	13650738	175	20000000	14000	1000
tt0098625	movie	Comedy,Crime	106	1989	6.1	22982	855	24887	42	10555348	20	20000000	22000	2000
tt0116242	movie	Comedy,Musical,Romance	101	1996	6.7	36809	0	1614	140	9714482	69	20000000	1000	612
tt0804461	movie	Action,Crime,Drama	105	2007	6.7	71293	0	3309	299	9525276	166	20000000	856	742
tt0780511	movie	Adventure,Drama	100	2009	7.1	60885	10000	23409	117	8855646	160	21000000	22000	1000
tt0270846	movie	Comedy,Family,Sci-Fi	88	2004	1.9	30859	0	1343	129	9109322	32	20000000	650	384
tt0399327	movie	Action,Comedy,Crime	83	2005	5.6	25618	676	1019	76	8326035	72	33000000	688	99
tt0462229	movie	Action,Comedy,Crime	84	2007	4.6	11675	233	2700	26	8104069	53	20000000	716	537
tt0345074	movie	Comedy,Crime,Music	108	2004	6.3	8238	924	2730	117	8054280	76	20000000	786	567
tt0065054	movie	Comedy,Drama,Music	149	1969	7.0	5739	548	2172	64		15	20000000	683	641
tt1791528	movie	Comedy,Crime,Drama	148	2014	6.7	101916	18000	707	242	8093318	401	20000000	204	178
tt0763304	movie	Adventure,Animation,Comedy	85	2006	2.9	5058	346	2185	114	7382993	31	20000000	787	690
tt1532958	movie	Drama,Music	110	2013	5.0	9262	0	3177	25	8888355	65	20000000	997	941
tt1190617	movie	Comedy,Fantasy	83	2008	4.1	9767	797	2907	205	7001720	45	12000000	885	816
tt2002718	movie	Action,Crime,Thriller	107	2013	5.6	77768	48000	2848	164	7268659	260	20000000	2000	749
tt0310357	movie	Drama,Horror,Thriller	100	2003	6.1	19419	0	1267	213	6852144	129	22000000	669	429
tt0489282	movie	Adventure,Comedy	87	2008	5.3	21764	847	4218	120	6563357	58	20000000	1000	794
tt0151568	movie	Biography,Comedy,Drama	160	1999	7.4	12496	608	1690	202	6201757	103	10000000	1000	452
tt1810683	movie	Drama,History,War	106	2015	7.4	22854	15000	5705	122	6420319	45	20000000	1000	1000
tt1571222	movie	Biography,Drama,Romance	99	2011	6.4	102122	36000	23755	190	5702083	345	15000000	13000	10000
tt0405296	movie	Animation,Crime,Drama	100	2006	7.1	110311	0	39507	293	5480996	232	8700000	21000	18000
tt1629757	movie	Biography,Drama,Sport	116	2012	7.2	32417	13000	21200	75	6002756	116	20000000	18000	1000
tt0369226	movie	Action,Horror,Sci-Fi	99	2005	2.4	45332	1000	838	521	5132655	148	20000000	310	294
tt0976222	movie	Comedy,Drama,Family	111	2009	6.3	14436	1000	1573	39	5205343	79	20000000	690	224
tt0337876	movie	Drama,Fantasy,Mystery	100	2004	6.2	36108	0	2295	361	5005883	167	20000000	829	681
tt2937898	movie	Action,Crime,Drama	125	2014	7.0	70731	0	3979	180	5749134	350	20000000	1000	969
tt1092082	movie	Drama,History,Romance	114	2008	6.4	8293	971	3493	102		25	20000000	1000	912
tt1054588	movie	Biography,Drama	119	2008	7.0	17067	0	64	45	4234040	99	20000000	20	18
tt0368794	movie	Biography,Drama,Music	135	2007	6.9	58346	0	36398	230	4001121	231	20000000	23000	13000
tt1366365	movie	Action,Thriller	93	2012	4.9	37136	0	30134	113	3749061	119	20000000	15000	13000
tt0844286	movie	Action,Adventure,Comedy	114	2008	6.8	50391	0	3014	105	3519627	182	20000000	975	877
tt0119698	movie	Action,Adventure,Animation	134	1997	8.4	376376	11000	2710	570	2298191	174	2400000000	893	851
tt0310778	movie	Comedy,Drama,Mystery	114	2003	6.8	4884	235	1776	53	2353728	69	20000000	572	548
tt0080492	movie	Biography,Comedy,Musical	124	1980	4.1	4110	1000	1462	74	2000000	26	20000000	801	174
tt0421238	movie	Crime,Drama,Western	104	2005	7.3	52070	0	2129	232	1900725	168	2000000	1000	509
tt3719896	movie	Biography,Drama,Sport	118	2015	7.2	6626	0	3384	20	2246000	27	20000000	2000	769
tt0266747	movie	Comedy,Music	84	2003	2.9	5332	241	2467	66	1646664	28	20000000	836	624
tt0238380	movie	Action,Drama,Sci-Fi	107	2002	7.4	323005	20000	25088	1137	1190018	146	20000000	23000	876
tt0889588	movie	Drama,War	125	2008	7.0	9589	1000	1003	33	1027749	67	40000000	991	10
tt0138946	movie	Crime,Drama,Romance	115	2000	6.4	21103	401	11433	138	882710	93	24000000	9000	1000
tt1520498	movie	Adventure,Family,Fantasy	88	2012	1.9	15304	831	1978	83	1064277	28	20000000	979	532
tt3707106	movie	Drama,Romance	122	2015	5.3	20539	0	22319	61	531009	131	10000000	11000	11000
tt0348121	movie	Action,Adventure,Animation	126	2004	6.9	17450	973	991	79	410388	105	2127519898	488	336
tt0354595	movie	Drama,History,Sport	101	2005	6.1	3315	445	20354	46	375474	21	20000000	18000	723
tt1175709	movie	Crime,Drama,Mystery	101	2010	6.3	55369	0	39515	67	578382	140		33000	4000
tt0110944	movie	Action,Adventure,Drama	107	1994	6.4	4921	399	1592	25	305070	9	20000000	699	533
tt0940709	movie	Adventure,Animation,Comedy	88	2008	6.4	15571	1000	82	66	206678	83		46	33
tt0120882	movie	Comedy,Fantasy	118	1998	6.2	11842	136	182	16	146072	8	140000000	106	56
tt1013860	movie	Action,Comedy,Crime	108	2010	5.1	15096	0	1577	75	1183354	138	20000000	403	368
tt0274711	movie	Crime,Drama	100	2002	5.5	11334	217	15612	81	121972	42	22000000	14000	506
